10041 Q0 10143 1 0.6975695490837097 prompt2
10041 Q0 140386 2 0.6791841983795166 prompt2
10041 Q0 183756 3 0.6540810465812683 prompt2
10041 Q0 183763 4 0.5995969176292419 prompt2
10041 Q0 182707 5 0.5608046054840088 prompt2
10041 Q0 179469 6 0.5372849106788635 prompt2
10041 Q0 56541 7 0.5317962169647217 prompt2
10041 Q0 67138 8 0.5141559839248657 prompt2
10041 Q0 180469 9 0.5120368599891663 prompt2
10041 Q0 117240 10 0.5015023350715637 prompt2
10041 Q0 59347 11 0.49474480748176575 prompt2
10041 Q0 42224 12 0.49126240611076355 prompt2
10041 Q0 182731 13 0.4737410545349121 prompt2
10041 Q0 41876 14 0.4694322347640991 prompt2
10041 Q0 35855 15 0.464796781539917 prompt2
10041 Q0 186549 16 0.4624234735965729 prompt2
10041 Q0 41899 17 0.4595525562763214 prompt2
10041 Q0 181563 18 0.4590722620487213 prompt2
10041 Q0 60736 19 0.45902112126350403 prompt2
10041 Q0 54267 20 0.4539602994918823 prompt2
10041 Q0 102908 21 0.45257800817489624 prompt2
10041 Q0 147484 22 0.45248275995254517 prompt2
10041 Q0 102315 23 0.45198309421539307 prompt2
10041 Q0 120911 24 0.45063120126724243 prompt2
10041 Q0 171769 25 0.44981011748313904 prompt2
10041 Q0 34576 26 0.4497104287147522 prompt2
10041 Q0 35920 27 0.4488672614097595 prompt2
10041 Q0 35884 28 0.4475061595439911 prompt2
10041 Q0 94704 29 0.44742175936698914 prompt2
10041 Q0 37999 30 0.44739410281181335 prompt2
10041 Q0 80059 31 0.4472842514514923 prompt2
10041 Q0 39776 32 0.44725894927978516 prompt2
10041 Q0 44221 33 0.4447689950466156 prompt2
10041 Q0 94784 34 0.444384902715683 prompt2
10041 Q0 81947 35 0.443615198135376 prompt2
10041 Q0 159639 36 0.4432978928089142 prompt2
10041 Q0 4762 37 0.4429868459701538 prompt2
10041 Q0 101441 38 0.4389200806617737 prompt2
10041 Q0 70744 39 0.43820127844810486 prompt2
10041 Q0 50295 40 0.43672311305999756 prompt2
10041 Q0 109608 41 0.43482068181037903 prompt2
10041 Q0 76503 42 0.4347948729991913 prompt2
10041 Q0 156577 43 0.4317643642425537 prompt2
10041 Q0 35847 44 0.42991355061531067 prompt2
