10041 Q0 10143 1 0.7286058068275452 prompt1
10041 Q0 140386 2 0.6472995281219482 prompt1
10041 Q0 183756 3 0.6363359689712524 prompt1
10041 Q0 182707 4 0.5784871578216553 prompt1
10041 Q0 183763 5 0.5617819428443909 prompt1
10041 Q0 60736 6 0.5598242878913879 prompt1
10041 Q0 117240 7 0.5566102266311646 prompt1
10041 Q0 179469 8 0.5427166223526001 prompt1
10041 Q0 56541 9 0.5367355942726135 prompt1
10041 Q0 67138 10 0.5069254040718079 prompt1
10041 Q0 181563 11 0.4999629557132721 prompt1
10041 Q0 37999 12 0.4873006045818329 prompt1
10041 Q0 180469 13 0.4808062016963959 prompt1
10041 Q0 35855 14 0.480735182762146 prompt1
10041 Q0 41899 15 0.48037880659103394 prompt1
10041 Q0 100848 16 0.4803038537502289 prompt1
10041 Q0 94784 17 0.4796169400215149 prompt1
10041 Q0 81947 18 0.4756714105606079 prompt1
10041 Q0 101441 19 0.4689752161502838 prompt1
10041 Q0 186549 20 0.46523529291152954 prompt1
10041 Q0 50295 21 0.46469202637672424 prompt1
10041 Q0 70744 22 0.46329396963119507 prompt1
10041 Q0 34576 23 0.4631795287132263 prompt1
10041 Q0 147484 24 0.459340900182724 prompt1
10041 Q0 41876 25 0.45881402492523193 prompt1
10041 Q0 35884 26 0.45704811811447144 prompt1
10041 Q0 131771 27 0.45697546005249023 prompt1
10041 Q0 42224 28 0.45664477348327637 prompt1
10041 Q0 159639 29 0.45620763301849365 prompt1
10041 Q0 102315 30 0.4558744430541992 prompt1
10041 Q0 173527 31 0.45391446352005005 prompt1
10041 Q0 35847 32 0.45280221104621887 prompt1
10041 Q0 4768 33 0.4508461058139801 prompt1
10041 Q0 99351 34 0.4491457939147949 prompt1
10041 Q0 102908 35 0.4487089514732361 prompt1
10041 Q0 59347 36 0.44818195700645447 prompt1
10041 Q0 152009 37 0.4441015422344208 prompt1
10041 Q0 90358 38 0.4439059793949127 prompt1
10041 Q0 48155 39 0.44201916456222534 prompt1
10041 Q0 182731 40 0.4391927719116211 prompt1
10041 Q0 173540 41 0.4368949234485626 prompt1
10041 Q0 44221 42 0.4345865845680237 prompt1
10041 Q0 163112 43 0.4336223602294922 prompt1
10041 Q0 181574 44 0.43259409070014954 prompt1
10041 Q0 171769 45 0.43148717284202576 prompt1
10041 Q0 76503 46 0.42937496304512024 prompt1
10041 Q0 51442 47 0.4293314218521118 prompt1
10041 Q0 94704 48 0.425846666097641 prompt1
10041 Q0 144063 49 0.4245806932449341 prompt1
10041 Q0 39776 50 0.4243394732475281 prompt1
10041 Q0 4762 51 0.423954039812088 prompt1
10041 Q0 80059 52 0.42376455664634705 prompt1
10041 Q0 183187 53 0.42306655645370483 prompt1
10041 Q0 175245 54 0.42231684923171997 prompt1
10041 Q0 42832 55 0.4220288395881653 prompt1
10041 Q0 35845 56 0.4206116795539856 prompt1
10041 Q0 8394 57 0.4205743670463562 prompt1
10041 Q0 58657 58 0.42027488350868225 prompt1
10041 Q0 9231 59 0.4197760820388794 prompt1
10041 Q0 173539 60 0.4193517565727234 prompt1
10041 Q0 54267 61 0.4191925823688507 prompt1
10041 Q0 175585 62 0.4168039858341217 prompt1
10041 Q0 19154 63 0.41659367084503174 prompt1
10041 Q0 45818 64 0.4150121808052063 prompt1
10041 Q0 69344 65 0.4146484434604645 prompt1
10041 Q0 53059 66 0.4142894148826599 prompt1
10041 Q0 48077 67 0.41406986117362976 prompt1
10041 Q0 156577 68 0.4135177433490753 prompt1
10041 Q0 35920 69 0.4118117690086365 prompt1
10041 Q0 109608 70 0.4097440242767334 prompt1
10041 Q0 120911 71 0.40901216864585876 prompt1
10041 Q0 71867 72 0.4081101417541504 prompt1
10041 Q0 13568 73 0.40797364711761475 prompt1
10041 Q0 50212 74 0.4079223573207855 prompt1
10041 Q0 158824 75 0.4077993333339691 prompt1
10041 Q0 175609 76 0.40587395429611206 prompt1
10041 Q0 85103 77 0.40553778409957886 prompt1
10041 Q0 62207 78 0.40549227595329285 prompt1
10041 Q0 174739 79 0.405234158039093 prompt1
10041 Q0 56341 80 0.4048914611339569 prompt1
10041 Q0 24286 81 0.40460440516471863 prompt1
10041 Q0 67108 82 0.4045999348163605 prompt1
10041 Q0 3245 83 0.40423837304115295 prompt1
10041 Q0 74075 84 0.40268000960350037 prompt1
10041 Q0 26342 85 0.4021453857421875 prompt1
10041 Q0 123510 86 0.4017210006713867 prompt1
10041 Q0 43841 87 0.401122510433197 prompt1
10041 Q0 110799 88 0.40051308274269104 prompt1
10041 Q0 39460 89 0.39953216910362244 prompt1
10041 Q0 13358 90 0.3994736969470978 prompt1
10041 Q0 152817 91 0.3984200656414032 prompt1
10041 Q0 695 92 0.3981448709964752 prompt1
10041 Q0 72689 93 0.3979061543941498 prompt1
10041 Q0 14432 94 0.3972395062446594 prompt1
10041 Q0 51444 95 0.3965381979942322 prompt1
10041 Q0 184330 96 0.3958984613418579 prompt1
10041 Q0 49529 97 0.3956388831138611 prompt1
10041 Q0 77508 98 0.3956325054168701 prompt1
10041 Q0 61568 99 0.39507851004600525 prompt1
10041 Q0 181830 100 0.3947083055973053 prompt1
100584 Q0 125348 1 0.7904984951019287 prompt1
100584 Q0 100759 2 0.7855128049850464 prompt1
100584 Q0 100600 3 0.7758265137672424 prompt1
100584 Q0 24396 4 0.7396649122238159 prompt1
100584 Q0 30351 5 0.6800392866134644 prompt1
100584 Q0 38111 6 0.6776145696640015 prompt1
100584 Q0 101158 7 0.6725027561187744 prompt1
100584 Q0 139404 8 0.6635595560073853 prompt1
100584 Q0 33721 9 0.6587581634521484 prompt1
100584 Q0 139380 10 0.6495279669761658 prompt1
100584 Q0 100738 11 0.6278695464134216 prompt1
100584 Q0 168290 12 0.6250443458557129 prompt1
100584 Q0 78493 13 0.6111671328544617 prompt1
100584 Q0 65233 14 0.6045361757278442 prompt1
100584 Q0 78426 15 0.6026821136474609 prompt1
100584 Q0 61659 16 0.5975408554077148 prompt1
100584 Q0 44076 17 0.5960646271705627 prompt1
100584 Q0 138771 18 0.5905189514160156 prompt1
100584 Q0 47495 19 0.5850800275802612 prompt1
100584 Q0 49306 20 0.5823739767074585 prompt1
100584 Q0 83933 21 0.5815888047218323 prompt1
100584 Q0 18063 22 0.5757185220718384 prompt1
100584 Q0 109548 23 0.5745211243629456 prompt1
100584 Q0 81145 24 0.5739184617996216 prompt1
100584 Q0 80653 25 0.5725282430648804 prompt1
100584 Q0 45616 26 0.5718015432357788 prompt1
